,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,Label
0,-0.0035594194,-0.0017861316,0.004348463,-0.0034418008,0.0019010983,0.0014236624,-0.0006555626,-0.0009541878,0.004347954,0.0049229334,-0.002759431,0.004891004,0.003764297,0.0014851909,0.0007290086,-0.0010690578,-0.00031696958,-0.0038065563,0.0009517069,-0.001994197,-0.004440838,-0.0017775095,0.003432947,0.0010020934,0.00038105797,-0.0041824277,0.0023878296,0.004161613,-0.0009470047,0.00019980602,-0.0035373596,-0.0046366425,-0.0018138816,-0.0015606593,-0.00082054787,-0.0029077989,-0.0040934733,-0.00062736194,-0.002339918,-0.0003360082,0.004721779,-0.004724846,0.0016516213,0.0032502862,0.0010150677,-0.0029474744,-0.00022202903,0.0043948554,-0.0020149515,0.0017194528,0.0020077133,0.0032187512,0.0008613995,-0.001569983,-0.00379907,-0.0032035466,-0.0038159564,0.002230012,0.00033378587,0.00056398835,0.001589098,-0.001321073,-0.0008898366,-0.0046463218,0.0022821806,-0.001709063,-0.0009413847,0.004932744,-0.00404037,0.0025521663,-0.0015625375,0.004655132,0.0045857406,0.00057502853,-0.0031352385,0.0028182196,-0.0029858793,0.00031050062,0.004641003,-0.004999601,0.0027534468,-0.0037802507,0.004051258,0.0011129464,-0.0021165411,0.00468158,0.0026732557,0.0034130726,0.0046961727,-0.0018935055,0.0012353768,0.00023469585,0.0046637403,0.0049828896,0.0045656958,0.0011025759,0.0049256803,0.003076323,0.0043460247,-0.0047306074,
1,0.0003878485,-0.0048185927,-0.004618466,0.0015649528,0.0012268279,-0.004908593,0.0049331216,0.004493253,0.004408451,-0.004492106,0.0010212235,-0.0042437124,0.0033691395,2.8750415e-05,0.00040305642,-0.0049911975,-0.004397077,-0.00086563535,0.0023747412,0.0025443155,0.00452412,0.002987936,0.0041312664,-0.0048936936,0.0014605265,0.0014961753,0.0034150945,-0.004075664,-0.0031038867,0.0025973239,0.0041736383,-0.0022510618,-0.00067277695,0.003242478,0.0008194609,-0.0018217174,-0.00013402251,-0.0041948915,0.00047774054,0.0035960139,-0.0011958509,-0.0026936198,-0.0032327452,-0.0019762511,0.0036462084,-0.0045013907,-0.0007206784,-0.0017786842,-0.0025830483,0.0008654346,-0.0021081078,0.0016211413,-0.0046783974,-0.0039031722,-0.00026426744,-0.0048935986,-0.0037221662,0.0003608212,0.0017844954,-0.0012292427,-3.2691336e-05,-0.00068968424,0.0022538349,0.004724058,-0.003188965,-0.0022550137,0.0048832227,-0.0015500501,0.00435266,-0.003356573,-0.004607201,-0.0016111857,0.0029558968,-0.00405529,0.003663344,-0.0040594256,0.0022929367,-0.0043207277,0.0033664003,0.00038999517,0.0049823388,0.0018840407,0.0036279766,0.0034016108,-0.0047409283,0.0025758236,-0.004191133,-0.0044407523,0.004121916,0.0035376411,0.0048520705,0.0026432453,-0.0045088837,0.00014522021,-0.0038156034,-0.004526606,0.0039058917,-0.0018586407,0.004239178,0.001522722,
2,-0.004527983,0.03410458,0.0057179695,-0.05033707,0.020476459,-0.016069528,-0.013204238,0.022487158,0.0021546218,-0.00028733676,0.01663647,-0.0034055926,0.024139889,0.049200792,-0.006274747,-0.022264013,0.022555808,0.006840525,-0.034242664,-0.0034758335,0.05071368,0.0052300305,-0.045250274,-0.0406099,0.0077157617,-0.044788755,0.01253053,0.0028003696,0.027268212,0.0008542343,0.03284583,-0.0238842,0.001027321,0.010223705,0.0073958267,0.011271929,-0.032495078,-0.01939334,0.032480437,-0.044930425,-0.0176343,0.0015913994,0.026785323,0.024246847,0.010480061,-0.046429805,-0.029967483,0.054726224,-0.0049135946,-0.0068549383,-0.010637716,0.017133277,0.0003329307,0.017621808,-0.010487047,0.017399311,-0.032042444,-0.04546237,-0.044232693,0.007993945,-0.0017779483,-0.015631802,0.02333946,-0.015695909,-0.019291699,0.032529216,-0.004028101,0.011729802,0.0084793065,-0.002582081,-0.02704096,0.019521901,-0.032406956,0.025238007,0.05192404,-0.00029129547,-0.034453783,-0.024153473,0.0032748329,-0.04366651,-0.03357984,-0.0027420016,0.040783975,0.023864802,-0.010110565,0.015825197,-0.015059142,0.036921393,-0.0075048334,-0.03606327,0.007687392,-0.011840672,0.008429678,0.0007277344,0.00026169405,-0.017273897,-0.0112674115,-0.025355397,-0.0029755465,-0.04682887,
3,-0.0007954651,-0.000104347826,-0.0059587588,-0.013326185,-7.832088e-06,-0.0036796667,-0.01290387,0.0079942765,-0.0071937293,-0.0046438454,0.009047188,-0.010238902,-0.0019861874,0.0012550908,0.004935456,-0.0004987223,0.008826961,-0.0076350104,-0.009963625,-0.0007730974,0.008882225,0.0010012493,-0.002465597,-0.0068195565,0.008191589,-0.0013780014,-0.002302021,-0.0010649284,0.0054736105,-0.011996008,0.0027843378,0.0014353992,-0.010819744,0.0030252328,-0.00051339786,0.00527875,0.0101685785,-0.00072992867,0.018479073,-0.0052216034,-0.001046739,0.002007586,0.0056662015,0.007369348,0.004365644,-0.013004379,-0.0063656094,0.009878356,-0.0017111308,0.0073475903,-0.0054509854,0.0038210845,0.0062943287,-0.0036653362,-0.008380813,0.0046983343,-0.008131932,-0.0016400679,-0.0035448903,-0.0022715721,0.0024085306,-0.0057136714,-0.0027365852,0.007930315,0.00026786607,0.008492731,0.008604731,0.0013499309,0.00287617,-0.00608255,0.010548546,0.00036877394,-0.0013072619,0.0044306363,0.0043325443,0.0026132385,-0.010576909,-0.0027505597,0.0058380566,-0.009163088,-0.0069177514,-0.0028712265,-0.007348514,0.013321769,0.0005506631,0.0064130155,-0.0050079855,-0.0010746549,-0.00021770457,0.0043164855,-0.013792025,-0.01188921,-0.0007764513,0.0013448633,0.0012183073,0.003322397,-0.0020858392,-0.0148092825,0.0058696987,0.008294191,
4,0.0048742443,0.0029795514,0.0014983905,0.0051134564,-0.0010741771,-0.00058137265,0.004224973,0.010570076,-0.0019852296,0.0051510506,0.0013065529,-0.007795989,-0.0067740176,0.011651903,-0.0022740997,0.00666619,-0.004630736,0.00057567365,0.0035083406,-0.004489991,0.0043584416,0.00058838056,0.002351634,-0.010903362,0.0042315135,-0.011594517,0.007047043,-0.00052210316,-0.00036527764,0.0040706643,0.0016860382,-0.0014734046,-0.009643421,0.0014621384,-0.0042844824,0.0057386267,0.00086919765,0.004226529,0.001051682,-0.006189023,-0.002092978,-0.001864098,0.0021213365,0.005668532,-0.0041504432,-0.0038718416,-0.0056342306,0.014620103,-0.00401059,-0.006589606,7.702457e-05,0.0016698851,-0.0019057472,0.007291447,-0.00091211125,-0.002654647,0.006952745,-6.964081e-06,0.0011347965,0.0053686034,-0.003245116,0.00029070745,0.0005445732,-0.009556945,0.00036868732,0.007582712,-0.003618624,-0.0051877154,0.0022239336,-0.0014294919,0.0048359255,0.0058170306,0.0015376573,0.0012397545,-0.0017151968,-0.001255563,-0.0012680972,-0.0020164696,0.0051547145,-0.007098201,-0.008148738,0.008988703,0.00062023813,0.0023076928,-0.0059790844,0.0045010387,-0.006941123,0.005759336,0.00034933654,-0.0052004852,0.0013189128,-0.00039376086,0.0006113405,-0.0038723936,-0.0012975172,-0.008480752,-0.017973647,-0.0038482589,0.010028508,0.0021305978,
5,0.010400605,-0.005501336,0.01788805,-0.006095599,0.017571153,-0.034982387,0.0138553325,-0.022397183,-0.008408226,0.0079588145,0.014079146,-0.030276526,0.0018326656,0.027687212,0.006756708,0.022788413,0.045074664,-0.038594436,-0.09082473,-0.012712525,0.0011252102,-0.00310385,0.00981952,-0.0016225311,-0.018953983,-0.061059903,0.015814975,0.040822633,0.0010876341,-0.023876453,0.00913899,0.0049051726,-0.00521384,0.0016435443,0.007290197,-0.00076020474,-0.019456094,0.038143966,0.0157551,-0.026738651,-0.022764176,0.0021903203,0.0025132769,-0.042311847,0.025906967,-0.026612824,0.019425528,0.051167987,0.0011586633,0.022111785,-0.0017444501,0.020016277,0.021179419,-0.036924195,0.0026174432,0.0018021308,-0.049342003,-0.026144676,0.001927783,0.024183504,-0.030622235,0.0028950558,-0.015624501,0.009414181,0.007856742,0.0200608,0.0056474614,0.0018882339,0.024803938,-0.025776248,-0.02371244,0.005917983,-0.0029473433,0.040186096,-0.009354138,-0.013945622,-0.0116046425,0.023530513,0.012787154,-0.0074822977,0.027922263,-0.021821348,0.014670311,-0.0016555768,0.0026068143,0.017942851,-0.012585132,0.011607951,0.0055562574,-0.028891593,-0.0060939584,-0.013944434,0.0030791177,-0.0069440994,0.0079503525,-0.011161539,-0.006639838,0.0014416904,0.008862868,0.0010370433,
6,-0.039276227,-0.024601085,0.020646509,0.028503269,0.034692988,-0.03682721,0.024596665,-0.01334883,0.0245713,0.02385356,-0.03742413,0.0064458363,0.015038416,0.03769959,-0.02141654,-0.008825387,-0.0022873688,-0.04748727,-0.0020173823,-0.0010672044,-0.009146933,-0.020672135,0.015395341,0.01528275,-0.020281486,-0.036527693,0.023790127,-0.032428768,0.0095846,-0.024390727,-0.0054692123,0.027828068,0.025626827,0.019134365,0.008965503,-0.015823727,0.013342431,-0.010837526,-0.0072388356,0.008663403,-0.01379743,0.06310326,-0.041409478,0.000751934,0.02532404,0.011257292,0.052544657,0.07895152,0.023137843,0.045353837,0.0036978172,-0.08404854,-0.007036818,-0.0047721853,0.048813913,0.007861335,0.006115427,0.022497829,0.031604473,-0.045623917,0.01095074,-0.016499313,0.019959072,0.0044487203,0.008532481,-0.028788084,-0.008876416,-0.010173297,0.057249755,0.0005111878,0.018872498,-0.035345428,0.059483174,-0.02525285,-0.041883003,-0.02500748,-0.003412618,-0.030382227,-0.03236542,0.024863336,-0.037340764,0.03256082,-0.0064815045,-0.060096808,0.0142151555,-0.0019251272,-0.034503058,-0.01503442,0.046218645,0.010543368,-0.029608259,-0.0058202753,-0.018361192,-0.0051729237,0.0065557235,0.011286787,-0.009186748,0.028128505,-0.045036804,0.036059223,
7,-0.019105092,-0.008076879,0.006791612,0.0075155357,0.016203932,-0.0048808344,-0.033233427,0.016507806,-0.018766288,0.01074742,0.03018507,-0.001598618,-0.011256133,0.025651842,-0.023009231,-0.018601336,0.010208412,0.0071640853,-0.010826472,0.00071392977,0.005408211,-0.00058002584,-0.004923203,-0.01969222,0.011588978,-0.01848657,0.0148867015,0.008034979,0.018176913,0.011525636,0.018395692,0.0007601003,-0.005797025,0.0042309863,0.00041941297,0.0105527835,-0.0009165681,-0.01867538,0.034299843,-0.034683716,-0.0026164884,0.008746404,-0.03622313,0.0052991807,0.013385241,-0.011771908,0.0069823703,0.029499693,0.015665561,0.009993028,-0.0014027753,-0.0071747284,0.020125737,0.000361386,-0.005258208,0.0065626134,-0.0222039,-0.0027599013,0.0059928363,-0.00458405,0.0032972046,-0.020230379,0.007894248,-0.02937886,-0.018607164,0.014694082,0.023016108,0.017517941,0.0020071752,-0.013963547,0.012056882,0.006382865,-0.0048765894,-0.004932995,-0.008429032,-0.017265422,-0.017300485,-0.013660887,-0.011263475,-0.0020797323,-0.0187711,-0.0021288428,0.00084042177,0.0033475515,-0.013667972,0.022097785,-0.005694952,0.019554023,0.00057963934,-0.016254824,0.007236413,-0.013729814,0.013236083,0.025381079,-0.013852593,0.015913611,-0.028768864,-0.02475258,0.0076627843,0.0035287756,
8,0.0022390056,0.0021659662,-0.004745874,0.0028259316,0.0041958247,-3.051989e-05,0.0030263213,0.00046147412,-0.002801978,-0.0011742446,-0.0011536317,0.004166273,-0.0033278642,0.0041120416,-0.002165476,0.0034425964,-0.00022174018,0.003398444,-0.00016281827,0.0032632449,-0.00204383,-0.004929334,0.0011661842,-7.231208e-05,-0.0031763872,-0.00034444866,0.0048751235,-0.0027937123,-0.004469761,-0.00028910718,-0.0024629897,0.00069053826,-0.0029650521,-0.00018075686,-0.0015652239,-0.0016909305,0.00039880013,-0.00019501193,0.002288922,-0.00091151084,0.0008880584,-0.0014261798,0.001453095,-0.0029295129,-0.0036342533,-0.0018719898,0.0030354706,0.00042868944,-0.00060911285,-0.004691967,-0.001142947,5.9767946e-05,0.0048045754,0.0011557196,0.0048170933,0.0020408828,-0.004946997,0.003365237,0.004720119,0.0027480212,0.0024188266,0.0016795415,-0.0019289351,-0.004968367,0.004816068,0.00053369807,0.00339572,-0.002378831,-0.004179129,0.0042131934,-0.0036605375,0.0029306954,0.002797693,0.004527899,-0.0031993834,0.0026578268,0.003534055,0.0037033262,-0.00019624348,0.004519917,-0.0035704863,-0.0038762025,-0.003637765,0.0016006278,-0.0012046898,0.004474467,-0.0012591259,0.0023564522,-0.00052647584,0.0040786513,-0.0028102282,-0.0019315924,-0.0035752289,-0.00046850584,0.0034660674,0.004799543,0.0015257021,-0.004933172,0.0011228508,0.004522941,Don't move
9,-0.023092516,0.011442622,0.028369704,-0.020656293,-0.014991731,0.008832584,-0.032473445,-0.026529327,0.0070776455,-0.0105133,0.031211939,-0.004626847,0.014576028,-0.014112004,-0.006936345,-0.012520961,-0.035056565,-0.020401442,0.0057213563,0.006155856,-0.0049786926,0.0136282835,-0.005414107,-0.012465869,-0.012602974,-0.010310607,0.025745153,0.004875878,-0.044358835,0.038804952,0.03357049,-0.0059001064,0.016387148,0.0008062613,0.01612955,-0.009759884,0.037146177,-0.043786827,-0.010443789,0.011792019,-0.0042998195,-0.005680755,-0.00094054046,0.022624498,0.001043336,-0.0516827,-0.006524223,0.03387406,0.016469961,0.017955203,-0.04484212,-0.017260736,-0.012861176,-0.0039755413,-0.014961485,0.03773981,-0.018576592,-0.009582634,-0.000873407,-0.009793393,0.00734538,0.009998617,0.003734992,-0.023248073,-0.010231801,-0.008871102,0.010739665,-0.015864622,0.018053783,-0.018336423,-0.011044335,-0.009625259,-0.010263011,0.032255013,-0.0075486233,-0.015678858,-0.019475967,-0.0024061375,0.0020828878,-0.003990487,0.0029736306,-0.00804993,-0.0202429,-0.002963833,-0.026974069,0.018500129,-0.020252407,0.025790522,0.005605258,-0.014515701,0.0137154665,0.021485947,-0.0020198596,-0.004625508,0.038773872,-0.01273251,-0.026626829,-0.051397696,-0.0065048984,0.009751489,Don't move
